Table name,State,District,Area Name,Age-group,Birth place ,Total Persons,Total Males,Total Females,Rural Persons,Rural Males,Rural Females,Urban Persons,Urban Males,Urban Females
D0201A,07,093,East,15-24 years,Jammu & Kashmir,234,120,114,3,0,3,231,120,111
D0201A,07,093,East,15-24 years,Himachal Pradesh,540,269,271,1,0,1,539,269,270
D0201A,07,093,East,15-24 years,Punjab,"1,637",795,842,6,2,4,"1,631",793,838
D0201A,07,093,East,15-24 years,Chandigarh,58,25,33,1,1,0,57,24,33
D0201A,07,093,East,15-24 years,Uttarakhand,"4,455","2,441","2,014",8,3,5,"4,447","2,438","2,009"
D0201A,07,093,East,15-24 years,Haryana,"2,990","1,283","1,707",7,3,4,"2,983","1,280","1,703"
D0201A,07,093,East,15-24 years,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,15-24 years,Rajasthan,"2,729","1,436","1,293",9,5,4,"2,720","1,431","1,289"
D0201A,07,093,East,15-24 years,Uttar Pradesh,"43,716","23,497","20,219",69,39,30,"43,647","23,458","20,189"
D0201A,07,093,East,15-24 years,Bihar,"17,226","11,207","6,019",41,22,19,"17,185","11,185","6,000"
D0201A,07,093,East,15-24 years,Sikkim,13,5,8,0,0,0,13,5,8
D0201A,07,093,East,15-24 years,Arunachal Pradesh,17,10,7,0,0,0,17,10,7
D0201A,07,093,East,15-24 years,Nagaland,14,11,3,0,0,0,14,11,3
D0201A,07,093,East,15-24 years,Manipur,48,26,22,2,2,0,46,24,22
D0201A,07,093,East,15-24 years,Mizoram,1,0,1,0,0,0,1,0,1
D0201A,07,093,East,15-24 years,Tripura,19,14,5,0,0,0,19,14,5
D0201A,07,093,East,15-24 years,Meghalaya,22,14,8,0,0,0,22,14,8
D0201A,07,093,East,15-24 years,Assam,344,167,177,0,0,0,344,167,177
D0201A,07,093,East,15-24 years,West Bengal,"3,664","1,849","1,815",4,2,2,"3,660","1,847","1,813"
D0201A,07,093,East,15-24 years,Jharkhand,"1,304",689,615,6,2,4,"1,298",687,611
D0201A,07,093,East,15-24 years,Odisha,567,310,257,1,0,1,566,310,256
D0201A,07,093,East,15-24 years,Chhattisgarh,162,74,88,0,0,0,162,74,88
D0201A,07,093,East,15-24 years,Madhya Pradesh,"2,202","1,184","1,018",3,3,0,"2,199","1,181","1,018"
D0201A,07,093,East,15-24 years,Gujarat,346,159,187,2,0,2,344,159,185
D0201A,07,093,East,15-24 years,Daman & Diu,1,0,1,0,0,0,1,0,1
D0201A,07,093,East,15-24 years,Dadra & Nagar Haveli,2,1,1,0,0,0,2,1,1
D0201A,07,093,East,15-24 years,Maharashtra,730,312,418,1,1,0,729,311,418
D0201A,07,093,East,15-24 years,Andhra Pradesh,313,137,176,0,0,0,313,137,176
D0201A,07,093,East,15-24 years,Karnataka,146,74,72,0,0,0,146,74,72
D0201A,07,093,East,15-24 years,Goa,9,3,6,0,0,0,9,3,6
D0201A,07,093,East,15-24 years,Lakshadweep,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,15-24 years,Kerala,"1,433",727,706,5,1,4,"1,428",726,702
D0201A,07,093,East,15-24 years,Tamil Nadu,470,223,247,0,0,0,470,223,247
D0201A,07,093,East,15-24 years,Puducherry,10,5,5,0,0,0,10,5,5
D0201A,07,093,East,15-24 years,Andaman & Nicobar Islands,5,3,2,0,0,0,5,3,2
D0201A,07,093,East,15-24 years,Born Outside India,705,431,274,2,0,2,703,431,272
D0201A,07,093,East,15-24 years,Unclassifiable,38,23,15,0,0,0,38,23,15
D0201A,07,093,East,25-34 years,Total Population,"326,243","170,705","155,538",803,420,383,"325,440","170,285","155,155"
D0201A,07,093,East,25-34 years,Born within India,"325,376","170,266","155,110",801,419,382,"324,575","169,847","154,728"
D0201A,07,093,East,25-34 years,Within the state of enumeration,"173,017","95,095","77,922",362,189,173,"172,655","94,906","77,749"
D0201A,07,093,East,25-34 years,Born in the place of enumeration,"157,609","88,735","68,874",304,160,144,"157,305","88,575","68,730"
D0201A,07,093,East,25-34 years,Born elsewhere in the district of enumeration,"15,408","6,360","9,048",58,29,29,"15,350","6,331","9,019"
D0201A,07,093,East,25-34 years,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,25-34 years,States in India beyond the state of enumeration,"152,359","75,171","77,188",439,230,209,"151,920","74,941","76,979"
D0201A,07,093,East,25-34 years,Jammu & Kashmir,506,192,314,2,1,1,504,191,313
D0201A,07,093,East,25-34 years,Himachal Pradesh,"1,439",668,771,4,3,1,"1,435",665,770
D0201A,07,093,East,25-34 years,Punjab,"3,815","1,465","2,350",6,0,6,"3,809","1,465","2,344"
D0201A,07,093,East,25-34 years,Chandigarh,160,63,97,0,0,0,160,63,97
D0201A,07,093,East,25-34 years,Uttarakhand,"11,029","5,467","5,562",22,9,13,"11,007","5,458","5,549"
D0201A,07,093,East,25-34 years,Haryana,"6,977","2,340","4,637",25,10,15,"6,952","2,330","4,622"
D0201A,07,093,East,25-34 years,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,25-34 years,Rajasthan,"5,445","2,563","2,882",20,12,8,"5,425","2,551","2,874"
D0201A,07,093,East,25-34 years,Uttar Pradesh,"73,073","35,422","37,651",160,83,77,"72,913","35,339","37,574"
D0201A,07,093,East,25-34 years,Bihar,"29,121","17,285","11,836",110,74,36,"29,011","17,211","11,800"
D0201A,07,093,East,25-34 years,Sikkim,29,14,15,0,0,0,29,14,15
D0201A,07,093,East,25-34 years,Arunachal Pradesh,20,9,11,0,0,0,20,9,11
D0201A,07,093,East,25-34 years,Nagaland,25,12,13,0,0,0,25,12,13
D0201A,07,093,East,25-34 years,Manipur,86,38,48,1,1,0,85,37,48
D0201A,07,093,East,25-34 years,Mizoram,7,2,5,0,0,0,7,2,5
D0201A,07,093,East,25-34 years,Tripura,36,19,17,0,0,0,36,19,17
D0201A,07,093,East,25-34 years,Meghalaya,59,29,30,0,0,0,59,29,30
D0201A,07,093,East,25-34 years,Assam,672,326,346,4,2,2,668,324,344
D0201A,07,093,East,25-34 years,West Bengal,"5,841","2,732","3,109",10,4,6,"5,831","2,728","3,103"
D0201A,07,093,East,25-34 years,Jharkhand,"2,937","1,591","1,346",16,8,8,"2,921","1,583","1,338"
D0201A,07,093,East,25-34 years,Odisha,"1,519",754,765,8,3,5,"1,511",751,760
D0201A,07,093,East,25-34 years,Chhattisgarh,319,135,184,2,0,2,317,135,182
D0201A,07,093,East,25-34 years,Madhya Pradesh,"3,841","1,806","2,035",29,11,18,"3,812","1,795","2,017"
D0201A,07,093,East,25-34 years,Gujarat,542,229,313,2,0,2,540,229,311
D0201A,07,093,East,25-34 years,Daman & Diu,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,25-34 years,Dadra & Nagar Haveli,1,0,1,0,0,0,1,0,1
D0201A,07,093,East,25-34 years,Maharashtra,"1,255",434,821,10,3,7,"1,245",431,814
D0201A,07,093,East,25-34 years,Andhra Pradesh,586,254,332,1,0,1,585,254,331
D0201A,07,093,East,25-34 years,Karnataka,250,86,164,0,0,0,250,86,164
D0201A,07,093,East,25-34 years,Goa,20,11,9,1,1,0,19,10,9
D0201A,07,093,East,25-34 years,Lakshadweep,1,0,1,0,0,0,1,0,1
D0201A,07,093,East,25-34 years,Kerala,"1,814",770,"1,044",5,4,1,"1,809",766,"1,043"
D0201A,07,093,East,25-34 years,Tamil Nadu,904,441,463,1,1,0,903,440,463
D0201A,07,093,East,25-34 years,Puducherry,15,5,10,0,0,0,15,5,10
D0201A,07,093,East,25-34 years,Andaman & Nicobar Islands,15,9,6,0,0,0,15,9,6
D0201A,07,093,East,25-34 years,Born Outside India,834,425,409,2,1,1,832,424,408
D0201A,07,093,East,25-34 years,Unclassifiable,33,14,19,0,0,0,33,14,19
D0201A,07,093,East,35-59 years,Total Population,"477,351","252,591","224,760","1,045",556,489,"476,306","252,035","224,271"
D0201A,07,093,East,35-59 years,Born within India,"475,941","251,874","224,067","1,038",554,484,"474,903","251,320","223,583"
D0201A,07,093,East,35-59 years,Within the state of enumeration,"205,336","112,303","93,033",487,268,219,"204,849","112,035","92,814"
D0201A,07,093,East,35-59 years,Born in the place of enumeration,"181,782","100,984","80,798",399,219,180,"181,383","100,765","80,618"
D0201A,07,093,East,35-59 years,Born elsewhere in the district of enumeration,"23,554","11,319","12,235",88,49,39,"23,466","11,270","12,196"
D0201A,07,093,East,35-59 years,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,35-59 years,States in India beyond the state of enumeration,"270,605","139,571","131,034",551,286,265,"270,054","139,285","130,769"
D0201A,07,093,East,35-59 years,Jammu & Kashmir,"1,628",773,855,7,4,3,"1,621",769,852
D0201A,07,093,East,35-59 years,Himachal Pradesh,"3,778","1,924","1,854",14,9,5,"3,764","1,915","1,849"
D0201A,07,093,East,35-59 years,Punjab,"12,409","5,526","6,883",34,14,20,"12,375","5,512","6,863"
D0201A,07,093,East,35-59 years,Chandigarh,194,60,134,3,0,3,191,60,131
D0201A,07,093,East,35-59 years,Uttarakhand,"18,890","10,160","8,730",24,11,13,"18,866","10,149","8,717"
D0201A,07,093,East,35-59 years,Haryana,"19,203","8,007","11,196",61,23,38,"19,142","7,984","11,158"
D0201A,07,093,East,35-59 years,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,35-59 years,Rajasthan,"11,350","5,675","5,675",20,9,11,"11,330","5,666","5,664"
D0201A,07,093,East,35-59 years,Uttar Pradesh,"136,278","70,082","66,196",224,113,111,"136,054","69,969","66,085"
D0201A,07,093,East,35-59 years,Bihar,"30,337","18,993","11,344",85,60,25,"30,252","18,933","11,319"
D0201A,07,093,East,35-59 years,Sikkim,25,10,15,0,0,0,25,10,15
D0201A,07,093,East,35-59 years,Arunachal Pradesh,21,7,14,0,0,0,21,7,14
D0201A,07,093,East,35-59 years,Nagaland,19,9,10,2,2,0,17,7,10
D0201A,07,093,East,35-59 years,Manipur,64,34,30,0,0,0,64,34,30
D0201A,07,093,East,35-59 years,Mizoram,1,0,1,0,0,0,1,0,1
D0201A,07,093,East,35-59 years,Tripura,66,33,33,1,0,1,65,33,32
D0201A,07,093,East,35-59 years,Meghalaya,76,31,45,0,0,0,76,31,45
D0201A,07,093,East,35-59 years,Assam,893,440,453,1,0,1,892,440,452
D0201A,07,093,East,35-59 years,West Bengal,"10,086","5,166","4,920",15,8,7,"10,071","5,158","4,913"
D0201A,07,093,East,35-59 years,Jharkhand,"2,212","1,212","1,000",12,12,0,"2,200","1,200","1,000"
D0201A,07,093,East,35-59 years,Odisha,"1,869","1,136",733,8,5,3,"1,861","1,131",730
D0201A,07,093,East,35-59 years,Chhattisgarh,381,176,205,2,0,2,379,176,203
D0201A,07,093,East,35-59 years,Madhya Pradesh,"6,109","2,935","3,174",12,5,7,"6,097","2,930","3,167"
D0201A,07,093,East,35-59 years,Gujarat,"1,044",467,577,2,0,2,"1,042",467,575
D0201A,07,093,East,35-59 years,Daman & Diu,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,35-59 years,Dadra & Nagar Haveli,2,1,1,0,0,0,2,1,1
D0201A,07,093,East,35-59 years,Maharashtra,"2,307",917,"1,390",7,4,3,"2,300",913,"1,387"
D0201A,07,093,East,35-59 years,Andhra Pradesh,"1,301",672,629,1,1,0,"1,300",671,629
D0201A,07,093,East,35-59 years,Karnataka,545,240,305,0,0,0,545,240,305
D0201A,07,093,East,35-59 years,Goa,31,10,21,0,0,0,31,10,21
D0201A,07,093,East,35-59 years,Lakshadweep,1,0,1,0,0,0,1,0,1
D0201A,07,093,East,35-59 years,Kerala,"6,724","3,512","3,212",15,6,9,"6,709","3,506","3,203"
D0201A,07,093,East,35-59 years,Tamil Nadu,"2,728","1,342","1,386",1,0,1,"2,727","1,342","1,385"
D0201A,07,093,East,35-59 years,Puducherry,19,10,9,0,0,0,19,10,9
D0201A,07,093,East,35-59 years,Andaman & Nicobar Islands,14,11,3,0,0,0,14,11,3
D0201A,07,093,East,35-59 years,Born Outside India,"1,378",707,671,7,2,5,"1,371",705,666
D0201A,07,093,East,35-59 years,Unclassifiable,32,10,22,0,0,0,32,10,22
D0201A,07,093,East,60+,Total Population,"130,493","65,162","65,331",343,158,185,"130,150","65,004","65,146"
D0201A,07,093,East,60+,Born within India,"115,649","57,578","58,071",312,143,169,"115,337","57,435","57,902"
D0201A,07,093,East,60+,Within the state of enumeration,"38,557","19,406","19,151",126,55,71,"38,431","19,351","19,080"
D0201A,07,093,East,60+,Born in the place of enumeration,"35,117","17,835","17,282",108,46,62,"35,009","17,789","17,220"
D0201A,07,093,East,60+,Born elsewhere in the district of enumeration,"3,440","1,571","1,869",18,9,9,"3,422","1,562","1,860"
D0201A,07,093,East,60+,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,60+,States in India beyond the state of enumeration,"77,092","38,172","38,920",186,88,98,"76,906","38,084","38,822"
D0201A,07,093,East,60+,Jammu & Kashmir,"1,039",495,544,2,0,2,"1,037",495,542
D0201A,07,093,East,60+,Himachal Pradesh,"1,531",808,723,6,3,3,"1,525",805,720
D0201A,07,093,East,60+,Punjab,"7,609","3,735","3,874",38,20,18,"7,571","3,715","3,856"
D0201A,07,093,East,60+,Chandigarh,12,5,7,0,0,0,12,5,7
D0201A,07,093,East,60+,Uttarakhand,"5,816","2,927","2,889",10,3,7,"5,806","2,924","2,882"
D0201A,07,093,East,60+,Haryana,"6,082","2,784","3,298",22,10,12,"6,060","2,774","3,286"
D0201A,07,093,East,60+,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,60+,Rajasthan,"4,068","1,919","2,149",8,5,3,"4,060","1,914","2,146"
D0201A,07,093,East,60+,Uttar Pradesh,"39,220","19,492","19,728",79,36,43,"39,141","19,456","19,685"
D0201A,07,093,East,60+,Bihar,"3,990","2,226","1,764",9,7,2,"3,981","2,219","1,762"
D0201A,07,093,East,60+,Sikkim,1,0,1,0,0,0,1,0,1
D0201A,07,093,East,60+,Arunachal Pradesh,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,60+,Nagaland,2,1,1,0,0,0,2,1,1
D0201A,07,093,East,60+,Manipur,12,6,6,0,0,0,12,6,6
D0201A,07,093,East,60+,Mizoram,2,1,1,0,0,0,2,1,1
D0201A,07,093,East,60+,Tripura,23,10,13,0,0,0,23,10,13
D0201A,07,093,East,60+,Meghalaya,21,8,13,0,0,0,21,8,13
D0201A,07,093,East,60+,Assam,154,79,75,0,0,0,154,79,75
D0201A,07,093,East,60+,West Bengal,"2,067","1,005","1,062",1,0,1,"2,066","1,005","1,061"
D0201A,07,093,East,60+,Jharkhand,304,154,150,2,1,1,302,153,149
D0201A,07,093,East,60+,Odisha,197,110,87,0,0,0,197,110,87
D0201A,07,093,East,60+,Chhattisgarh,57,22,35,0,0,0,57,22,35
D0201A,07,093,East,60+,Madhya Pradesh,"1,285",606,679,3,1,2,"1,282",605,677
D0201A,07,093,East,60+,Gujarat,294,152,142,1,0,1,293,152,141
D0201A,07,093,East,60+,Daman & Diu,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,60+,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,60+,Maharashtra,565,230,335,1,0,1,564,230,334
D0201A,07,093,East,60+,Andhra Pradesh,361,177,184,0,0,0,361,177,184
D0201A,07,093,East,60+,Karnataka,167,90,77,0,0,0,167,90,77
D0201A,07,093,East,60+,Goa,24,10,14,0,0,0,24,10,14
D0201A,07,093,East,60+,Lakshadweep,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,60+,Kerala,"1,197",637,560,4,2,2,"1,193",635,558
D0201A,07,093,East,60+,Tamil Nadu,981,478,503,0,0,0,981,478,503
D0201A,07,093,East,60+,Puducherry,5,4,1,0,0,0,5,4,1
D0201A,07,093,East,60+,Andaman & Nicobar Islands,6,1,5,0,0,0,6,1,5
D0201A,07,093,East,60+,Born Outside India,"14,824","7,571","7,253",31,15,16,"14,793","7,556","7,237"
D0201A,07,093,East,60+,Unclassifiable,20,13,7,0,0,0,20,13,7
D0201A,07,093,East,Age not stated,Total Population,"1,102",642,460,5,3,2,"1,097",639,458
D0201A,07,093,East,Age not stated,Born within India,"1,088",634,454,5,3,2,"1,083",631,452
D0201A,07,093,East,Age not stated,Within the state of enumeration,721,421,300,5,3,2,716,418,298
D0201A,07,093,East,Age not stated,Born in the place of enumeration,681,401,280,5,3,2,676,398,278
D0201A,07,093,East,Age not stated,Born elsewhere in the district of enumeration,40,20,20,0,0,0,40,20,20
D0201A,07,093,East,Age not stated,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,States in India beyond the state of enumeration,367,213,154,0,0,0,367,213,154
D0201A,07,093,East,Age not stated,Jammu & Kashmir,3,1,2,0,0,0,3,1,2
D0201A,07,093,East,Age not stated,Himachal Pradesh,7,6,1,0,0,0,7,6,1
D0201A,07,093,East,Age not stated,Punjab,14,5,9,0,0,0,14,5,9
D0201A,07,093,East,Age not stated,Chandigarh,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Uttarakhand,20,9,11,0,0,0,20,9,11
D0201A,07,093,East,Age not stated,Haryana,12,6,6,0,0,0,12,6,6
D0201A,07,093,East,Age not stated,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Rajasthan,12,10,2,0,0,0,12,10,2
D0201A,07,093,East,Age not stated,Uttar Pradesh,212,125,87,0,0,0,212,125,87
D0201A,07,093,East,Age not stated,Bihar,58,38,20,0,0,0,58,38,20
D0201A,07,093,East,Age not stated,Sikkim,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Arunachal Pradesh,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Nagaland,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Manipur,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Mizoram,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Tripura,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Meghalaya,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Assam,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,West Bengal,10,4,6,0,0,0,10,4,6
D0201A,07,093,East,Age not stated,Jharkhand,2,1,1,0,0,0,2,1,1
D0201A,07,093,East,Age not stated,Odisha,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Chhattisgarh,2,1,1,0,0,0,2,1,1
D0201A,07,093,East,Age not stated,Madhya Pradesh,8,4,4,0,0,0,8,4,4
D0201A,07,093,East,Age not stated,Gujarat,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Daman & Diu,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Maharashtra,1,0,1,0,0,0,1,0,1
D0201A,07,093,East,Age not stated,Andhra Pradesh,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Karnataka,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Goa,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Lakshadweep,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Kerala,4,2,2,0,0,0,4,2,2
D0201A,07,093,East,Age not stated,Tamil Nadu,1,1,0,0,0,0,1,1,0
D0201A,07,093,East,Age not stated,Puducherry,0,0,0,0,0,0,0,0,0
D0201A,07,093,East,Age not stated,Andaman & Nicobar Islands,1,0,1,0,0,0,1,0,1
D0201A,07,093,East,Age not stated,Born Outside India,13,7,6,0,0,0,13,7,6
D0201A,07,093,East,Age not stated,Unclassifiable,1,1,0,0,0,0,1,1,0
D0201A,07,094,New Delhi,All ages,Total Population,"142,004","77,942","64,062",0,0,0,"142,004","77,942","64,062"
D0201A,07,094,New Delhi,All ages,Born within India,"139,824","76,841","62,983",0,0,0,"139,824","76,841","62,983"
D0201A,07,094,New Delhi,All ages,Within the state of enumeration,"71,771","39,631","32,140",0,0,0,"71,771","39,631","32,140"
D0201A,07,094,New Delhi,All ages,Born in the place of enumeration,"59,259","32,954","26,305",0,0,0,"59,259","32,954","26,305"
D0201A,07,094,New Delhi,All ages,Born elsewhere in the district of enumeration,"12,512","6,677","5,835",0,0,0,"12,512","6,677","5,835"
D0201A,07,094,New Delhi,All ages,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,094,New Delhi,All ages,States in India beyond the state of enumeration,"68,053","37,210","30,843",0,0,0,"68,053","37,210","30,843"
D0201A,07,094,New Delhi,All ages,Jammu & Kashmir,575,315,260,0,0,0,575,315,260
D0201A,07,094,New Delhi,All ages,Himachal Pradesh,"2,192","1,261",931,0,0,0,"2,192","1,261",931
D0201A,07,094,New Delhi,All ages,Punjab,"2,151","1,106","1,045",0,0,0,"2,151","1,106","1,045"
D0201A,07,094,New Delhi,All ages,Chandigarh,121,52,69,0,0,0,121,52,69
D0201A,07,094,New Delhi,All ages,Uttarakhand,"7,163","3,882","3,281",0,0,0,"7,163","3,882","3,281"
D0201A,07,094,New Delhi,All ages,Haryana,"3,381","1,713","1,668",0,0,0,"3,381","1,713","1,668"
D0201A,07,094,New Delhi,All ages,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,094,New Delhi,All ages,Rajasthan,"2,794","1,543","1,251",0,0,0,"2,794","1,543","1,251"
D0201A,07,094,New Delhi,All ages,Uttar Pradesh,"23,379","12,867","10,512",0,0,0,"23,379","12,867","10,512"
D0201A,07,094,New Delhi,All ages,Bihar,"9,133","5,864","3,269",0,0,0,"9,133","5,864","3,269"
D0201A,07,094,New Delhi,All ages,Sikkim,32,20,12,0,0,0,32,20,12
D0201A,07,094,New Delhi,All ages,Arunachal Pradesh,36,17,19,0,0,0,36,17,19
D0201A,07,094,New Delhi,All ages,Nagaland,54,30,24,0,0,0,54,30,24
D0201A,07,094,New Delhi,All ages,Manipur,219,90,129,0,0,0,219,90,129
D0201A,07,094,New Delhi,All ages,Mizoram,36,16,20,0,0,0,36,16,20
D0201A,07,094,New Delhi,All ages,Tripura,22,8,14,0,0,0,22,8,14
D0201A,07,094,New Delhi,All ages,Meghalaya,112,46,66,0,0,0,112,46,66
D0201A,07,094,New Delhi,All ages,Assam,627,328,299,0,0,0,627,328,299
D0201A,07,094,New Delhi,All ages,West Bengal,"3,002","1,575","1,427",0,0,0,"3,002","1,575","1,427"
D0201A,07,094,New Delhi,All ages,Jharkhand,"1,164",557,607,0,0,0,"1,164",557,607
D0201A,07,094,New Delhi,All ages,Odisha,"1,445",779,666,0,0,0,"1,445",779,666
D0201A,07,094,New Delhi,All ages,Chhattisgarh,807,432,375,0,0,0,807,432,375
D0201A,07,094,New Delhi,All ages,Madhya Pradesh,"2,218","1,137","1,081",0,0,0,"2,218","1,137","1,081"
D0201A,07,094,New Delhi,All ages,Gujarat,278,120,158,0,0,0,278,120,158
D0201A,07,094,New Delhi,All ages,Daman & Diu,3,2,1,0,0,0,3,2,1
D0201A,07,094,New Delhi,All ages,Dadra & Nagar Haveli,2,0,2,0,0,0,2,0,2
D0201A,07,094,New Delhi,All ages,Maharashtra,"1,412",649,763,0,0,0,"1,412",649,763
D0201A,07,094,New Delhi,All ages,Andhra Pradesh,"1,388",682,706,0,0,0,"1,388",682,706
D0201A,07,094,New Delhi,All ages,Karnataka,517,256,261,0,0,0,517,256,261
D0201A,07,094,New Delhi,All ages,Goa,37,15,22,0,0,0,37,15,22
D0201A,07,094,New Delhi,All ages,Lakshadweep,0,0,0,0,0,0,0,0,0
D0201A,07,094,New Delhi,All ages,Kerala,"1,971",965,"1,006",0,0,0,"1,971",965,"1,006"
D0201A,07,094,New Delhi,All ages,Tamil Nadu,"1,734",861,873,0,0,0,"1,734",861,873
D0201A,07,094,New Delhi,All ages,Puducherry,23,8,15,0,0,0,23,8,15
D0201A,07,094,New Delhi,All ages,Andaman & Nicobar Islands,25,14,11,0,0,0,25,14,11
D0201A,07,094,New Delhi,All ages,Born Outside India,"2,000","1,011",989,0,0,0,"2,000","1,011",989
D0201A,07,094,New Delhi,All ages,Unclassifiable,180,90,90,0,0,0,180,90,90
D0201A,07,094,New Delhi,0-4 years,Total Population,"8,605","4,542","4,063",0,0,0,"8,605","4,542","4,063"
D0201A,07,094,New Delhi,0-4 years,Born within India,"8,518","4,497","4,021",0,0,0,"8,518","4,497","4,021"
D0201A,07,094,New Delhi,0-4 years,Within the state of enumeration,"7,095","3,757","3,338",0,0,0,"7,095","3,757","3,338"
D0201A,07,094,New Delhi,0-4 years,Born in the place of enumeration,"6,211","3,287","2,924",0,0,0,"6,211","3,287","2,924"
D0201A,07,094,New Delhi,0-4 years,Born elsewhere in the district of enumeration,884,470,414,0,0,0,884,470,414
D0201A,07,094,New Delhi,0-4 years,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,094,New Delhi,0-4 years,States in India beyond the state of enumeration,"1,423",740,683,0,0,0,"1,423",740,683
D0201A,07,094,New Delhi,0-4 years,Jammu & Kashmir,22,14,8,0,0,0,22,14,8
D0201A,07,094,New Delhi,0-4 years,Himachal Pradesh,22,12,10,0,0,0,22,12,10
D0201A,07,094,New Delhi,0-4 years,Punjab,29,15,14,0,0,0,29,15,14
D0201A,07,094,New Delhi,0-4 years,Chandigarh,7,1,6,0,0,0,7,1,6
D0201A,07,094,New Delhi,0-4 years,Uttarakhand,59,29,30,0,0,0,59,29,30
D0201A,07,094,New Delhi,0-4 years,Haryana,47,25,22,0,0,0,47,25,22
D0201A,07,094,New Delhi,0-4 years,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,094,New Delhi,0-4 years,Rajasthan,66,33,33,0,0,0,66,33,33
D0201A,07,094,New Delhi,0-4 years,Uttar Pradesh,449,237,212,0,0,0,449,237,212
D0201A,07,094,New Delhi,0-4 years,Bihar,184,107,77,0,0,0,184,107,77
D0201A,07,094,New Delhi,0-4 years,Sikkim,0,0,0,0,0,0,0,0,0
D0201A,07,094,New Delhi,0-4 years,Arunachal Pradesh,0,0,0,0,0,0,0,0,0
D0201A,07,094,New Delhi,0-4 years,Nagaland,1,1,0,0,0,0,1,1,0
D0201A,07,094,New Delhi,0-4 years,Manipur,8,5,3,0,0,0,8,5,3
D0201A,07,094,New Delhi,0-4 years,Mizoram,1,0,1,0,0,0,1,0,1
D0201A,07,094,New Delhi,0-4 years,Tripura,0,0,0,0,0,0,0,0,0
D0201A,07,094,New Delhi,0-4 years,Meghalaya,3,0,3,0,0,0,3,0,3
D0201A,07,094,New Delhi,0-4 years,Assam,15,7,8,0,0,0,15,7,8
D0201A,07,094,New Delhi,0-4 years,West Bengal,70,29,41,0,0,0,70,29,41
D0201A,07,094,New Delhi,0-4 years,Jharkhand,29,18,11,0,0,0,29,18,11
D0201A,07,094,New Delhi,0-4 years,Odisha,27,14,13,0,0,0,27,14,13
D0201A,07,094,New Delhi,0-4 years,Chhattisgarh,37,17,20,0,0,0,37,17,20
D0201A,07,094,New Delhi,0-4 years,Madhya Pradesh,85,37,48,0,0,0,85,37,48
D0201A,07,094,New Delhi,0-4 years,Gujarat,16,4,12,0,0,0,16,4,12
D0201A,07,094,New Delhi,0-4 years,Daman & Diu,1,1,0,0,0,0,1,1,0
D0201A,07,094,New Delhi,0-4 years,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0
D0201A,07,094,New Delhi,0-4 years,Maharashtra,62,33,29,0,0,0,62,33,29
D0201A,07,094,New Delhi,0-4 years,Andhra Pradesh,55,26,29,0,0,0,55,26,29
